date,visits,donations,average_donation_value,region
2023-07-26,314,75,147.29,Asia
2023-09-24,586,133,124.07,Asia
2023-05-17,431,396,121.82,Australia
2023-09-17,485,478,133.7,Africa
2023-10-19,788,750,87.16,Asia
2023-04-29,809,636,137.42,Australia
2023-10-08,970,605,7.65,Asia
2023-06-04,418,28,9.19,Asia
2023-10-09,223,47,146.75,Africa
2023-05-02,677,499,121.06,Asia
2023-05-27,671,497,45.78,Asia
2023-06-13,91,76,117.9,North America
2023-11-14,914,271,11.81,Europe
2023-05-25,244,14,125.63,Africa
2023-05-13,140,48,128.08,South America
2023-03-03,1000,992,151.72,Australia
2023-07-26,722,127,10.43,Asia
2023-12-18,804,688,146.1,Asia
2023-11-01,821,441,123.01,Australia
2023-09-08,531,318,160.4,Asia
2023-11-13,227,161,65.08,Australia
2023-10-03,219,47,136.96,South America
2023-12-27,150,136,52.04,Europe
2023-10-13,113,108,109.04,Asia
2023-01-17,231,41,50.54,North America
2023-01-15,253,139,136.44,Asia
2023-11-12,777,166,178.84,South America
2023-01-01,937,188,166.56,Africa
2023-08-25,210,47,116.76,Australia
2023-02-11,874,13,180.74,South America
2023-05-24,860,285,62.0,North America
2023-07-11,271,145,120.72,Africa
2023-06-02,311,237,9.58,South America
2023-09-27,302,204,138.15,North America
2023-01-01,324,86,87.97,Europe
2023-03-11,631,533,21.71,Asia
2023-08-14,93,7,195.93,South America
2023-05-02,67,54,59.6,Africa
2023-02-27,91,56,134.7,South America
2023-06-29,889,706,187.55,North America
2023-02-21,477,7,188.74,North America
2023-05-05,159,119,56.72,Africa
2023-02-28,736,138,59.61,Australia
2023-08-16,975,490,145.82,South America
2023-09-23,184,37,38.18,Australia
2023-03-28,449,54,50.11,Australia
2023-08-27,923,188,83.23,Australia
2023-07-14,283,158,148.9,Europe
2023-08-08,280,179,147.17,Australia
2023-03-24,725,23,57.03,Asia
2023-07-06,369,271,6.04,Europe
2023-07-09,522,294,129.98,Africa
2023-01-21,492,18,56.44,Europe
2023-09-05,861,401,100.79,South America
2023-02-19,789,203,85.94,Europe
2023-06-27,431,238,129.24,Asia
2023-11-20,664,450,152.15,South America
2023-08-09,818,324,123.95,Africa
2023-11-03,815,355,144.17,Europe
2023-07-03,305,195,64.44,Asia
2023-12-16,788,156,22.48,Europe
2023-10-10,592,70,24.25,South America
2023-11-16,131,107,125.9,Asia
2023-06-22,818,102,44.03,Australia
2023-07-27,607,474,67.75,Australia
2023-11-19,744,732,13.32,Africa
2023-10-20,104,33,177.35,Europe
2023-03-02,400,321,27.65,Europe
2023-12-01,347,145,28.39,North America
2023-08-10,566,277,105.97,Australia
2023-01-28,85,75,109.18,Africa
2023-01-18,345,63,95.75,Europe
2023-11-08,888,791,33.39,Asia
2023-05-08,477,376,30.01,North America
2023-02-08,587,43,167.97,Europe
2023-07-02,788,692,40.69,Australia
2023-03-15,220,39,70.54,Australia
2023-03-24,686,311,91.39,Europe
2023-05-15,208,205,94.3,South America
2023-01-31,559,301,199.21,North America
2023-01-23,757,171,139.34,Asia
2023-02-15,215,202,197.23,Asia
2023-09-09,77,11,103.29,North America
2023-07-20,215,100,75.3,North America
2023-07-27,850,369,13.28,Australia
2023-08-19,998,641,196.87,Europe
2023-07-23,446,341,45.17,Asia
2023-12-15,586,426,103.21,North America
2023-07-21,562,445,180.14,South America
2023-06-25,814,332,158.66,Africa
2023-03-16,900,590,125.44,Europe
2023-12-16,559,516,120.23,Australia
2023-06-27,344,53,181.79,Asia
2023-05-31,492,268,166.94,Africa
2023-06-24,175,12,58.27,South America
2023-03-30,748,527,90.24,Asia
2023-09-28,359,307,162.03,Africa
2023-09-08,973,788,43.91,Asia
2023-04-12,874,101,51.84,South America
2023-01-09,718,583,188.54,Europe
2023-08-01,477,364,9.04,North America
2023-08-29,106,11,31.01,Africa
2023-09-17,940,702,198.45,Australia
2023-03-15,904,749,170.63,Asia
2023-05-29,671,481,97.73,Asia
2023-09-02,891,235,193.9,Asia
2023-01-01,362,18,89.52,Asia
2023-11-10,533,48,48.32,Australia
2023-05-02,184,69,157.99,Australia
2023-01-06,660,625,188.98,North America
2023-02-22,884,345,78.46,North America
2023-09-30,726,348,17.07,Africa
2023-06-08,262,181,86.33,Australia
2023-02-21,541,15,124.13,South America
2023-05-22,433,323,86.69,Europe
2023-10-25,68,7,32.34,South America
2023-05-24,718,270,184.96,North America
2023-03-24,524,453,147.51,South America
2023-10-03,865,276,5.84,North America
2023-08-18,670,543,191.53,Africa
2023-04-18,320,296,162.18,Europe
2023-03-18,490,436,173.6,Europe
2023-05-14,448,231,174.6,South America
2023-10-22,462,354,106.25,Africa
2023-06-29,409,92,14.49,Africa
2023-08-04,24,14,183.07,Europe
2023-03-05,589,566,198.33,North America
2023-06-23,197,74,121.86,Asia
2023-09-30,190,47,79.34,Africa
2023-12-06,48,2,151.38,South America
2023-11-14,22,19,169.53,Europe
2023-06-11,522,178,126.79,Australia
2023-01-07,870,373,191.7,Africa
2023-08-03,108,51,133.96,Africa
2023-02-03,792,28,71.23,North America
2023-11-17,139,129,38.86,Australia
2023-01-16,692,59,117.2,South America
2023-03-09,417,270,66.83,South America
2023-02-02,518,508,102.23,Asia
2023-10-21,351,272,42.64,Australia
2023-01-07,646,393,122.38,Africa
2023-01-28,890,748,154.97,Europe
2023-06-03,314,203,54.68,North America
2023-04-03,603,528,9.66,Australia
2023-04-27,519,154,118.26,South America
2023-06-17,587,239,27.97,Australia
2023-09-06,772,506,30.11,Europe
2023-06-09,502,424,143.55,North America
2023-07-31,223,205,126.38,Africa
2023-04-23,191,91,161.13,Africa
2023-09-05,575,378,19.79,Europe
2023-12-02,551,414,127.94,Asia
2023-04-04,671,590,30.45,South America
2023-07-10,350,274,164.21,Europe
2023-08-03,63,20,46.97,Africa
2023-09-20,852,559,46.96,Europe
2023-12-07,809,804,116.11,Africa
2023-12-20,685,394,72.62,Africa
2023-04-26,366,240,176.05,Africa
2023-05-29,891,271,135.91,Europe
2023-02-05,858,525,104.49,Asia
2023-06-23,239,112,63.3,Africa
2023-06-07,658,508,10.76,South America
2023-05-24,914,209,194.27,Europe
2023-10-06,48,48,58.95,Asia
2023-03-26,630,363,31.02,Europe
2023-07-05,143,24,174.52,Africa
2023-02-19,243,216,47.09,Africa
2023-12-25,569,115,21.18,Australia
2023-05-02,842,275,40.79,Africa
2023-01-18,241,107,145.63,South America
2023-04-09,682,347,112.24,Europe
2023-07-14,915,657,68.69,North America
2023-11-20,248,174,25.32,Europe
2023-12-13,328,309,145.34,North America
2023-10-29,478,146,78.97,Asia
2023-03-03,180,0,0.0,Africa
2023-11-12,333,58,53.6,North America
2023-12-01,583,134,115.5,South America
2023-09-08,827,791,143.82,North America
2023-04-24,501,277,140.25,Australia
2023-10-16,512,27,91.24,Africa
2023-09-12,271,34,138.31,South America
2023-04-25,783,181,170.68,Europe
2023-05-31,498,217,154.75,South America
2023-01-09,592,323,143.86,Europe
2023-05-07,587,509,142.05,Asia
2023-01-05,597,180,103.35,South America
2023-01-21,946,542,174.0,Africa
2023-12-13,53,47,58.42,Europe
2023-09-05,787,432,125.74,North America
2023-11-26,995,155,47.37,Australia
2023-05-14,453,432,106.6,North America
2023-01-01,113,10,26.27,Africa
2023-07-22,586,433,57.36,Europe
2023-05-11,513,340,166.14,Asia
2023-06-13,96,81,183.43,Africa
2023-09-26,678,255,32.94,Asia
2023-05-05,830,194,78.27,Asia
2023-05-08,747,243,148.92,North America
2023-07-08,104,36,18.79,Europe
2023-08-04,680,280,150.31,Africa
2023-02-13,416,220,149.98,Africa
2023-07-24,923,645,79.52,Africa
2023-08-03,724,54,116.54,Australia
2023-02-27,225,138,50.42,South America
2023-06-20,660,213,134.45,South America
2023-09-16,231,105,77.09,North America
2023-10-19,898,166,119.94,Australia
2023-01-18,824,299,169.67,Europe
2023-09-18,362,2,131.72,Australia
2023-04-21,669,651,39.25,Asia
2023-04-15,242,239,54.29,Europe
2023-06-10,998,981,108.05,Australia
2023-01-20,263,169,10.06,North America
2023-04-01,141,138,28.15,Europe
2023-07-21,44,26,39.28,South America
2023-08-24,515,39,28.82,North America
2023-09-01,787,626,124.2,Asia
2023-04-25,259,114,181.8,Australia
2023-04-13,947,598,107.64,Asia
2023-09-10,698,656,68.83,Australia
2023-10-21,48,30,45.41,South America
2023-12-15,940,280,180.29,Asia
2023-07-21,507,485,191.93,North America
2023-11-09,964,175,71.52,North America
2023-11-06,113,11,78.84,North America
2023-04-26,301,146,159.85,Africa
2023-11-25,398,389,73.29,Europe
2023-05-11,354,136,116.55,South America
2023-02-05,591,188,165.92,Africa
2023-08-01,250,69,56.18,South America
2023-04-29,261,213,22.49,Europe
2023-03-05,884,168,11.85,Australia
2023-07-22,121,90,45.68,North America
2023-09-16,831,771,145.99,Africa
2023-09-17,333,225,5.43,Africa
2023-06-26,523,13,46.77,Europe
2023-11-21,905,592,144.89,Africa
2023-12-24,415,195,51.23,Africa
2023-09-24,313,108,135.03,Australia
2023-10-20,669,634,180.75,Asia
2023-10-30,157,41,152.36,Europe
2023-03-08,503,45,78.21,Europe
2023-10-14,254,162,33.46,Europe
2023-07-18,208,170,8.73,Australia
2023-10-29,61,31,143.38,South America
2023-11-10,961,643,178.56,Australia
2023-08-07,91,53,180.96,Asia
2023-06-30,56,35,121.07,North America
2023-09-01,279,14,29.43,Europe
2023-01-31,523,55,86.67,Europe
2023-04-10,739,57,131.77,North America
2023-03-12,914,41,62.52,Asia
2023-10-11,808,502,152.12,Australia
2023-09-04,416,196,46.95,Europe
2023-10-20,397,256,143.3,Africa
2023-10-20,90,41,85.06,North America
2023-01-28,662,603,172.98,South America
2023-11-15,56,44,123.4,Africa
2023-06-07,57,18,81.96,North America
2023-11-17,989,624,184.91,Asia
2023-07-19,121,95,22.89,South America
2023-03-04,532,53,125.21,North America
2023-12-23,359,196,184.75,Africa
2023-05-01,163,18,48.9,South America
2023-06-19,615,278,132.08,Africa
2023-03-20,613,190,159.72,Australia
2023-08-18,533,482,14.81,Asia
2023-04-07,865,495,151.18,Africa
2023-11-06,208,168,21.08,Europe
2023-06-23,823,179,123.81,Europe
2023-08-07,887,455,89.04,Asia
2023-02-20,881,98,35.92,Australia
2023-05-10,92,55,6.24,Australia
2023-10-10,260,107,135.57,North America
2023-08-17,284,131,188.42,Asia
2023-05-16,495,16,113.76,Africa
2023-03-09,722,642,53.98,Europe
2023-04-07,435,277,183.84,South America
2023-07-30,522,467,101.02,South America
2023-04-24,144,17,25.31,North America
2023-08-21,156,134,165.79,North America
2023-04-25,561,79,10.75,South America
2023-07-20,333,166,34.92,Africa
2023-04-12,30,6,103.47,South America
2023-01-19,99,16,50.03,Europe
2023-11-17,396,268,52.22,Australia
2023-02-18,140,123,140.04,South America
2023-04-09,392,11,85.62,Africa
2023-08-10,707,391,170.21,South America
2023-07-19,142,83,138.59,Africa
2023-08-19,658,118,66.34,Europe
2023-05-23,789,415,47.96,Australia
2023-03-26,756,576,13.71,Australia
2023-07-03,644,469,130.7,Australia
2023-12-25,57,51,96.85,North America
2023-10-23,149,26,16.57,South America
2023-03-07,200,26,15.65,Africa
2023-09-10,364,228,191.93,Australia
2023-10-14,586,135,35.33,South America
2023-06-23,310,140,148.84,Europe
2023-10-25,588,439,163.7,South America
2023-05-14,915,118,189.52,South America
2023-05-22,967,37,185.58,Africa
2023-06-01,105,3,32.55,North America
2023-02-07,341,206,94.21,Europe
2023-09-23,173,65,120.21,North America
2023-10-29,292,148,25.07,Asia
2023-10-14,673,570,192.18,North America
2023-07-31,631,377,77.44,Africa
2023-06-12,330,263,115.75,Europe
2023-03-21,470,64,128.77,Australia
2023-06-29,457,167,81.7,Africa
2023-03-27,636,279,47.69,Asia
2023-06-30,696,23,147.31,Asia
2023-07-16,885,139,58.89,South America
2023-10-09,986,313,141.61,Australia
2023-06-09,364,339,42.43,Asia
2023-01-11,307,2,142.13,Asia
2023-04-28,922,80,191.48,Australia
2023-07-14,224,117,154.37,Asia
2023-04-11,137,27,97.03,South America
2023-10-06,691,367,132.01,Australia
2023-08-11,760,710,20.5,Europe
2023-08-01,770,79,116.18,Australia
2023-10-28,469,211,154.18,Australia
2023-10-07,887,163,99.92,Europe
2023-10-10,277,48,103.47,Africa
2023-06-17,185,77,106.77,South America
2023-07-23,982,908,117.61,Asia
2023-04-04,197,180,105.72,South America
2023-01-06,231,60,15.06,North America
2023-01-10,768,415,6.28,Asia
2023-12-10,276,157,72.88,North America
2023-03-13,187,40,160.99,North America
2023-11-18,736,449,63.34,North America
2023-06-10,445,220,131.5,Asia
2023-06-04,974,781,87.31,South America
2023-06-10,958,340,170.73,Africa
2023-06-29,834,416,153.0,North America
2023-05-01,613,220,181.42,Europe
2023-06-15,867,402,197.03,Australia
2023-02-01,535,375,35.88,North America
2023-05-17,558,37,161.31,Africa
2023-06-16,775,743,184.73,Africa
2023-09-16,214,24,135.44,Asia
2023-04-30,711,411,123.61,Europe
2023-07-05,516,228,71.22,Australia
2023-06-12,704,185,129.6,South America
2023-06-10,93,75,120.82,Asia
2023-08-16,269,5,69.58,Asia
2023-03-27,918,643,49.78,Asia
2023-09-02,597,250,55.98,Europe
2023-01-22,846,372,165.25,Africa
2023-12-09,146,20,141.0,North America
2023-08-30,235,172,152.1,Australia
2023-08-09,771,499,107.01,Asia
2023-07-09,74,52,86.47,South America
2023-01-07,517,44,171.84,South America
2023-11-18,301,11,154.74,North America
2023-10-25,576,67,68.63,Asia
2023-12-12,492,172,133.65,Europe
2023-05-13,310,75,145.13,Asia
2023-05-26,774,271,192.78,Africa
2023-09-30,694,168,137.53,Australia
2023-02-10,327,212,140.14,Europe
2023-06-11,809,422,77.74,Africa
2023-12-04,344,124,11.63,Asia
2023-12-02,661,404,48.89,South America
2023-07-16,577,249,164.13,Europe
2023-08-30,106,66,91.35,Australia
2023-10-10,303,289,83.32,North America
2023-09-20,410,165,99.85,South America
2023-10-29,401,316,117.0,Australia
2023-04-03,332,108,100.86,Australia
2023-06-21,344,186,105.23,Australia
2023-07-06,281,110,29.04,Asia
2023-01-24,468,303,189.25,Europe
2023-09-28,751,559,191.52,Australia
2023-06-13,867,95,166.2,North America
2023-02-27,872,708,141.08,South America
2023-10-23,740,68,77.69,North America
2023-12-13,405,75,12.82,Australia
2023-04-26,258,221,110.58,Asia
2023-05-22,409,2,48.95,Asia
2023-03-15,595,125,24.91,Australia
2023-04-14,902,378,59.75,South America
2023-03-18,551,388,181.68,North America
2023-08-22,248,2,31.72,North America
2023-03-11,321,32,191.1,North America
2023-07-19,725,224,14.25,Australia
2023-04-20,655,335,191.97,Africa
2023-08-11,532,27,196.55,South America
2023-08-09,639,312,113.18,South America
2023-05-04,214,10,14.79,Australia
2023-01-18,249,97,116.57,North America
2023-09-26,475,405,13.4,Asia
2023-10-17,472,205,69.93,Australia
2023-04-21,372,130,123.53,South America
2023-10-30,209,96,29.91,Europe
2023-12-23,378,355,46.53,Europe
2023-06-25,780,425,5.49,Asia
2023-04-27,821,354,92.29,South America
2023-07-04,702,12,146.96,South America
2023-07-05,114,30,49.89,Australia
2023-03-30,289,265,179.46,Asia
2023-12-02,664,48,108.37,Asia
2023-12-25,847,818,198.26,Africa
2023-11-06,657,186,40.64,Africa
2023-01-31,155,75,89.25,Africa
2023-09-22,475,314,45.44,Australia
2023-12-10,637,389,53.58,Asia
2023-06-25,934,674,131.77,South America
2023-04-03,211,197,79.92,Africa
2023-03-31,846,631,19.57,South America
2023-02-08,804,726,96.59,Asia
2023-06-02,999,373,139.56,South America
2023-12-27,985,622,61.07,Australia
2023-01-20,862,26,163.96,South America
2023-06-04,284,171,110.5,North America
2023-02-06,724,96,83.07,North America
2023-11-22,24,7,16.54,Australia
2023-09-18,37,14,87.33,Europe
2023-07-22,18,15,197.13,Asia
2023-04-05,260,42,126.14,Europe
2023-07-23,317,284,129.42,Asia
2023-04-19,642,152,66.03,Asia
2023-01-05,291,16,79.14,Europe
2023-05-30,111,76,9.44,South America
2023-06-09,661,290,161.04,Europe
2023-01-16,317,21,178.63,Asia
2023-01-14,431,381,8.33,North America
2023-07-18,384,44,82.1,South America
2023-10-16,10,9,199.56,Asia
2023-09-09,534,465,19.23,Australia
2023-07-11,727,533,50.37,Australia
2023-03-26,41,31,25.42,South America
2023-01-07,252,46,77.59,Asia
2023-03-27,740,398,179.36,Australia
2023-10-12,541,132,28.11,Europe
2023-05-06,346,258,62.62,Europe
2023-02-13,381,342,107.51,North America
2023-11-25,388,310,32.49,Asia
2023-04-19,441,226,44.86,Australia
2023-07-27,310,235,75.68,North America
2023-12-03,502,208,100.13,Africa
2023-01-12,476,281,103.21,Europe
2023-10-31,146,38,143.61,Europe
2023-02-08,111,52,25.12,Europe
2023-11-29,446,359,40.64,North America
2023-01-19,177,62,92.89,Australia
2023-12-09,335,112,138.05,Australia
2023-02-22,577,169,60.21,Europe
2023-07-09,995,113,144.18,North America
2023-08-02,450,72,13.74,Australia
2023-07-19,219,114,9.33,Europe
2023-07-07,420,39,95.07,Europe
2023-05-06,255,84,197.71,Asia
2023-05-05,831,113,147.05,North America
2023-04-28,784,421,185.45,Asia
2023-03-17,405,149,154.92,Europe
2023-10-16,867,397,37.07,Africa
2023-04-22,596,111,10.21,Asia
2023-07-07,218,79,184.41,Australia
2023-08-13,778,492,162.42,Africa
2023-08-27,593,423,13.09,Europe
2023-10-13,576,323,92.35,North America
2023-09-26,405,297,79.92,Australia
2023-04-08,515,474,72.41,North America
2023-03-22,906,696,153.58,South America
2023-07-16,927,886,177.3,South America
2023-09-18,810,394,13.63,Africa
2023-08-19,401,6,177.25,North America
2023-02-21,432,125,57.18,Africa
2023-05-06,954,460,47.14,Australia
2023-06-05,443,84,103.02,North America
2023-09-26,822,559,128.86,Africa
2023-11-28,329,87,159.68,South America
2023-12-12,486,40,22.93,Australia
2023-11-08,515,84,151.58,Asia
2023-10-03,722,314,185.25,South America
2023-08-30,240,113,59.39,Australia
2023-03-24,460,444,47.95,North America
2023-01-19,518,60,21.62,Europe
2023-09-06,820,391,51.95,Europe
2023-02-17,855,276,27.78,Africa
2023-10-29,612,345,57.06,South America
2023-02-01,142,45,7.34,North America
2023-06-20,455,118,8.3,South America
2023-01-06,983,134,56.05,Europe
2023-01-29,723,565,161.9,Africa
2023-01-15,86,56,86.26,Africa
2023-08-29,414,251,24.1,South America
2023-12-27,78,50,94.63,Australia
2023-08-06,591,512,78.87,Australia
2023-08-19,925,767,74.13,Europe
2023-05-28,260,146,171.54,South America
2023-08-19,135,38,45.07,Asia
2023-04-13,946,739,97.73,North America
2023-07-21,459,66,150.43,Africa
2023-01-21,285,46,109.48,North America
2023-09-06,378,257,53.37,Australia
2023-05-06,965,452,187.85,Europe
2023-03-31,862,673,60.59,Europe
2023-02-17,983,482,71.56,South America
2023-06-28,709,165,8.92,Asia
2023-07-16,308,207,193.48,Europe
2023-11-03,185,69,196.23,South America
2023-01-31,859,489,132.43,South America
2023-04-20,418,226,109.63,Africa
2023-12-08,666,342,24.92,Europe
2023-09-03,951,174,147.97,South America
2023-08-11,895,189,40.84,North America
2023-02-27,257,45,42.55,Australia
2023-03-29,777,602,192.08,South America
2023-07-18,957,502,126.88,Australia
2023-12-21,710,586,168.3,Europe
2023-04-17,370,80,55.72,Australia
2023-04-09,391,12,148.92,South America
2023-03-12,262,46,134.36,North America
2023-01-21,677,450,119.47,Africa
2023-02-11,338,186,52.26,Europe
2023-11-27,850,145,169.1,Europe
2023-11-11,606,382,18.23,Australia
2023-11-05,499,379,25.37,Europe
2023-06-19,669,430,158.21,South America
2023-08-02,229,117,195.76,South America
2023-08-23,868,559,114.68,Europe
2023-03-11,807,220,99.31,Asia
2023-11-02,84,9,80.8,Australia
2023-06-03,981,657,29.97,Australia
2023-02-12,675,9,138.64,North America
2023-07-17,583,34,78.98,North America
2023-09-28,820,758,125.17,Australia
2023-07-10,332,190,166.64,Africa
2023-11-25,938,377,195.38,North America
2023-02-26,344,278,22.73,Asia
2023-04-19,243,200,182.52,Europe
2023-02-22,792,38,17.2,Africa
2023-12-14,821,797,109.75,South America
2023-10-09,631,30,46.92,Africa
2023-08-28,540,397,77.99,South America
2023-11-23,877,165,167.52,Asia
2023-09-03,309,49,194.16,North America
2023-05-15,21,18,87.58,Australia
2023-05-24,561,3,186.44,Australia
2023-09-23,746,44,157.1,Australia
2023-09-14,568,249,178.65,Europe
2023-12-30,636,280,152.53,South America
2023-05-17,257,61,93.29,Asia
2023-11-11,772,485,7.95,Europe
2023-11-10,593,202,156.1,South America
2023-08-26,282,42,156.82,North America
2023-04-07,859,504,62.74,South America
2023-11-15,759,446,166.38,Africa
2023-08-10,617,267,5.1,South America
2023-02-13,861,669,165.06,North America
2023-08-01,538,370,9.68,Asia
2023-06-24,831,411,115.63,South America
2023-01-04,689,358,194.67,North America
