date,visits,donations,average_donation_value,region,total_donation_value,quarter,month,day_of_week
2023-03-10,44,13,101.1,Australia,1314.3,2023Q1,3,Friday
2023-03-16,106,33,31.59,Europe,1042.47,2023Q1,3,Thursday
2023-08-01,155,153,31.41,Africa,4805.7300000000005,2023Q3,8,Tuesday
2023-04-08,103,72,44.3,South America,3189.6,2023Q2,4,Saturday
2023-08-31,654,553,167.36,Africa,92550.08,2023Q3,8,Thursday
2023-02-17,608,553,184.77,Australia,102177.81000000001,2023Q1,2,Friday
2023-08-16,204,104,156.41,Europe,16266.64,2023Q3,8,Wednesday
2023-10-25,876,844,11.02,Australia,9300.88,2023Q4,10,Wednesday
2023-04-03,535,296,76.07,Europe,22516.719999999998,2023Q2,4,Monday
2023-05-04,663,461,194.11,Asia,89484.71,2023Q2,5,Thursday
2023-07-29,381,278,7.47,Europe,2076.66,2023Q3,7,Saturday
2023-03-19,583,19,54.98,North America,1044.62,2023Q1,3,Sunday
2023-08-16,281,97,194.62,South America,18878.14,2023Q3,8,Wednesday
2023-12-08,312,149,177.52,Africa,26450.480000000003,2023Q4,12,Friday
2023-06-01,442,94,12.63,Australia,1187.22,2023Q2,6,Thursday
2023-04-27,519,375,165.65,Australia,62118.75,2023Q2,4,Thursday
2023-11-15,255,161,59.34,Africa,9553.74,2023Q4,11,Wednesday
2023-12-06,185,126,28.21,South America,3554.46,2023Q4,12,Wednesday
2023-08-29,596,337,186.81,Africa,62954.97,2023Q3,8,Tuesday
2023-12-15,591,232,126.8,Africa,29417.6,2023Q4,12,Friday
2023-05-31,613,507,118.96,South America,60312.719999999994,2023Q2,5,Wednesday
2023-05-08,428,264,73.11,Africa,19301.04,2023Q2,5,Monday
2023-10-20,216,15,157.16,Africa,2357.4,2023Q4,10,Friday
2023-06-20,386,293,75.78,Asia,22203.54,2023Q2,6,Tuesday
2023-05-15,627,256,39.91,Africa,10216.96,2023Q2,5,Monday
2023-10-26,914,682,128.73,Asia,87793.85999999999,2023Q4,10,Thursday
2023-12-23,349,290,33.77,South America,9793.300000000001,2023Q4,12,Saturday
2023-10-03,626,343,198.49,Australia,68082.07,2023Q4,10,Tuesday
2023-04-07,92,60,121.31,South America,7278.6,2023Q2,4,Friday
2023-06-14,909,65,116.58,Australia,7577.7,2023Q2,6,Wednesday
2023-01-30,868,3,162.91,Africa,488.73,2023Q1,1,Monday
2023-05-22,530,266,181.42,Australia,48257.719999999994,2023Q2,5,Monday
2023-12-24,463,32,146.82,Africa,4698.24,2023Q4,12,Sunday
2023-02-22,548,145,94.44,Asia,13693.8,2023Q1,2,Wednesday
2023-10-25,776,60,28.96,Africa,1737.6000000000001,2023Q4,10,Wednesday
2023-07-05,189,42,107.88,Europe,4530.96,2023Q3,7,Wednesday
2023-09-02,186,28,14.66,North America,410.48,2023Q3,9,Saturday
2023-06-09,880,97,63.84,North America,6192.4800000000005,2023Q2,6,Friday
2023-06-18,412,166,61.62,Australia,10228.92,2023Q2,6,Sunday
2023-04-12,256,206,110.62,Asia,22787.72,2023Q2,4,Wednesday
2023-09-30,135,69,194.29,Asia,13406.01,2023Q3,9,Saturday
2023-02-16,939,607,56.45,North America,34265.15,2023Q1,2,Thursday
2023-12-25,74,69,17.17,South America,1184.73,2023Q4,12,Monday
2023-09-13,124,100,30.35,Africa,3035.0,2023Q3,9,Wednesday
2023-08-05,290,173,187.63,Africa,32459.989999999998,2023Q3,8,Saturday
2023-04-23,482,16,136.77,South America,2188.32,2023Q2,4,Sunday
2023-09-06,815,276,185.28,Europe,51137.28,2023Q3,9,Wednesday
2023-05-20,742,99,164.41,Africa,16276.59,2023Q2,5,Saturday
2023-03-27,547,542,186.67,Africa,101175.14,2023Q1,3,Monday
2023-10-29,711,691,184.07,Australia,127192.37,2023Q4,10,Sunday
2023-02-06,259,113,195.42,Australia,22082.46,2023Q1,2,Monday
2023-09-03,403,183,107.24,Africa,19624.92,2023Q3,9,Sunday
2023-01-25,310,68,85.09,South America,5786.12,2023Q1,1,Wednesday
2023-09-29,786,254,109.44,Europe,27797.76,2023Q3,9,Friday
2023-04-10,462,360,142.29,North America,51224.399999999994,2023Q2,4,Monday
2023-09-23,732,490,104.66,Asia,51283.4,2023Q3,9,Saturday
2023-08-28,478,274,165.9,Africa,45456.6,2023Q3,8,Monday
2023-10-02,763,227,183.85,South America,41733.95,2023Q4,10,Monday
2023-10-27,258,53,84.59,Europe,4483.27,2023Q4,10,Friday
2023-08-22,111,65,78.91,Asia,5129.15,2023Q3,8,Tuesday
2023-05-09,718,281,190.34,North America,53485.54,2023Q2,5,Tuesday
2023-12-03,561,340,180.19,North America,61264.6,2023Q4,12,Sunday
2023-10-09,567,556,62.92,Asia,34983.520000000004,2023Q4,10,Monday
2023-08-26,653,105,184.33,Africa,19354.65,2023Q3,8,Saturday
2023-08-31,443,25,181.96,Africa,4549.0,2023Q3,8,Thursday
2023-12-25,141,15,173.57,Europe,2603.5499999999997,2023Q4,12,Monday
2023-04-29,530,132,98.85,Asia,13048.199999999999,2023Q2,4,Saturday
2023-07-29,935,680,82.14,Asia,55855.2,2023Q3,7,Saturday
2023-07-13,381,186,84.96,Africa,15802.56,2023Q3,7,Thursday
2023-01-08,331,203,44.12,Europe,8956.359999999999,2023Q1,1,Sunday
2023-08-10,835,140,129.77,Australia,18167.800000000003,2023Q3,8,Thursday
2023-02-05,285,127,173.5,Asia,22034.5,2023Q1,2,Sunday
2023-01-26,673,327,23.98,Australia,7841.46,2023Q1,1,Thursday
2023-07-30,428,420,11.69,Europe,4909.8,2023Q3,7,Sunday
2023-01-15,104,90,176.14,Africa,15852.599999999999,2023Q1,1,Sunday
2023-02-18,856,201,162.05,South America,32572.050000000003,2023Q1,2,Saturday
2023-06-21,634,77,169.58,South America,13057.660000000002,2023Q2,6,Wednesday
2023-12-21,667,211,34.16,Europe,7207.759999999999,2023Q4,12,Thursday
2023-02-13,770,541,61.86,Australia,33466.26,2023Q1,2,Monday
2023-01-15,569,312,75.63,Australia,23596.559999999998,2023Q1,1,Sunday
2023-09-18,955,586,74.44,South America,43621.84,2023Q3,9,Monday
2023-02-11,734,611,118.77,Europe,72568.47,2023Q1,2,Saturday
2023-09-09,694,358,77.54,Europe,27759.320000000003,2023Q3,9,Saturday
2023-11-21,609,459,38.35,Europe,17602.65,2023Q4,11,Tuesday
2023-04-18,956,209,105.23,North America,21993.07,2023Q2,4,Tuesday
2023-03-07,948,495,170.45,South America,84372.75,2023Q1,3,Tuesday
2023-05-12,625,250,50.48,Australia,12620.0,2023Q2,5,Friday
2023-09-09,525,276,199.37,Europe,55026.12,2023Q3,9,Saturday
2023-09-12,802,173,39.18,Africa,6778.14,2023Q3,9,Tuesday
2023-04-01,794,689,88.11,Australia,60707.79,2023Q2,4,Saturday
2023-05-30,910,459,117.37,Africa,53872.83,2023Q2,5,Tuesday
2023-12-04,78,39,138.91,Asia,5417.49,2023Q4,12,Monday
2023-09-17,135,8,159.26,Australia,1274.08,2023Q3,9,Sunday
2023-07-13,289,52,36.59,Asia,1902.6800000000003,2023Q3,7,Thursday
2023-02-20,588,296,105.83,Europe,31325.68,2023Q1,2,Monday
2023-07-28,456,239,168.48,Asia,40266.72,2023Q3,7,Friday
2023-08-25,11,3,19.73,Europe,59.19,2023Q3,8,Friday
2023-01-23,97,67,172.42,Asia,11552.14,2023Q1,1,Monday
2023-01-31,947,266,105.48,Asia,28057.68,2023Q1,1,Tuesday
2023-04-10,705,379,140.74,Africa,53340.46000000001,2023Q2,4,Monday
2023-03-12,704,403,187.76,Europe,75667.28,2023Q1,3,Sunday
2023-09-04,264,201,122.28,Africa,24578.28,2023Q3,9,Monday
2023-08-24,802,136,45.43,North America,6178.48,2023Q3,8,Thursday
2023-08-28,993,261,7.21,South America,1881.81,2023Q3,8,Monday
2023-08-26,223,108,158.26,Asia,17092.079999999998,2023Q3,8,Saturday
2023-08-14,539,198,73.37,Asia,14527.26,2023Q3,8,Monday
2023-09-15,783,753,149.1,Africa,112272.3,2023Q3,9,Friday
2023-02-16,91,80,25.83,North America,2066.3999999999996,2023Q1,2,Thursday
2023-12-04,107,14,15.84,Africa,221.76,2023Q4,12,Monday
2023-11-29,707,89,143.52,North America,12773.28,2023Q4,11,Wednesday
2023-02-12,902,627,173.25,Africa,108627.75,2023Q1,2,Sunday
2023-09-29,734,226,135.36,Europe,30591.360000000004,2023Q3,9,Friday
2023-01-14,50,50,79.95,North America,3997.5,2023Q1,1,Saturday
2023-08-30,59,59,12.15,North America,716.85,2023Q3,8,Wednesday
2023-12-04,74,27,15.53,Europe,419.31,2023Q4,12,Monday
2023-09-30,195,20,135.6,North America,2712.0,2023Q3,9,Saturday
2023-08-26,447,3,178.86,Europe,536.58,2023Q3,8,Saturday
2023-02-17,926,71,23.14,Africa,1642.94,2023Q1,2,Friday
2023-04-03,603,334,41.64,South America,13907.76,2023Q2,4,Monday
2023-01-07,710,10,25.41,South America,254.1,2023Q1,1,Saturday
2023-03-28,710,259,188.0,North America,48692.0,2023Q1,3,Tuesday
2023-07-01,635,383,198.84,Asia,76155.72,2023Q3,7,Saturday
2023-10-23,580,139,75.73,South America,10526.470000000001,2023Q4,10,Monday
2023-12-18,913,662,86.08,North America,56984.96,2023Q4,12,Monday
2023-11-26,396,99,149.53,Asia,14803.47,2023Q4,11,Sunday
2023-01-10,597,87,72.26,South America,6286.620000000001,2023Q1,1,Tuesday
2023-12-03,214,152,170.33,Europe,25890.160000000003,2023Q4,12,Sunday
2023-02-22,705,165,97.08,Asia,16018.199999999999,2023Q1,2,Wednesday
2023-12-29,759,208,169.24,South America,35201.92,2023Q4,12,Friday
2023-04-12,657,428,95.83,Europe,41015.24,2023Q2,4,Wednesday
2023-10-06,362,336,42.49,South America,14276.640000000001,2023Q4,10,Friday
2023-01-18,554,116,165.72,Africa,19223.52,2023Q1,1,Wednesday
2023-10-31,359,284,44.49,South America,12635.16,2023Q4,10,Tuesday
2023-08-24,367,46,81.99,South America,3771.54,2023Q3,8,Thursday
2023-11-01,648,83,44.03,Africa,3654.4900000000002,2023Q4,11,Wednesday
2023-09-08,670,102,75.48,Asia,7698.96,2023Q3,9,Friday
2023-11-28,974,686,81.27,Australia,55751.219999999994,2023Q4,11,Tuesday
2023-09-18,562,23,139.36,Europe,3205.28,2023Q3,9,Monday
2023-10-23,328,49,171.28,Asia,8392.72,2023Q4,10,Monday
2023-08-26,450,237,165.17,Africa,39145.28999999999,2023Q3,8,Saturday
2023-11-28,411,71,166.69,Africa,11834.99,2023Q4,11,Tuesday
2023-10-22,634,103,84.69,Asia,8723.07,2023Q4,10,Sunday
2023-07-10,615,24,126.28,Asia,3030.7200000000003,2023Q3,7,Monday
2023-12-20,232,30,150.02,Africa,4500.6,2023Q4,12,Wednesday
2023-04-29,561,173,163.57,Europe,28297.61,2023Q2,4,Saturday
2023-03-24,769,187,79.17,Europe,14804.79,2023Q1,3,Friday
2023-12-16,59,44,171.97,Asia,7566.68,2023Q4,12,Saturday
2023-04-23,294,178,70.4,North America,12531.2,2023Q2,4,Sunday
2023-08-24,390,281,68.85,North America,19346.85,2023Q3,8,Thursday
2023-06-28,541,155,118.77,North America,18409.35,2023Q2,6,Wednesday
2023-01-18,771,554,16.62,Australia,9207.480000000001,2023Q1,1,Wednesday
2023-11-17,893,629,185.53,North America,116698.37,2023Q4,11,Friday
2023-07-05,755,211,89.1,Australia,18800.1,2023Q3,7,Wednesday
2023-02-14,463,339,75.96,Africa,25750.44,2023Q1,2,Tuesday
2023-06-19,966,168,154.05,Asia,25880.4,2023Q2,6,Monday
2023-09-09,627,371,23.98,Europe,8896.58,2023Q3,9,Saturday
2023-01-12,156,101,29.05,Africa,2934.05,2023Q1,1,Thursday
2023-05-14,938,56,28.44,Europe,1592.64,2023Q2,5,Sunday
2023-07-24,344,316,119.83,North America,37866.28,2023Q3,7,Monday
2023-07-06,999,999,191.33,Europe,191138.67,2023Q3,7,Thursday
2023-04-20,811,662,63.02,North America,41719.240000000005,2023Q2,4,Thursday
2023-03-01,949,85,66.31,Australia,5636.35,2023Q1,3,Wednesday
2023-06-25,698,442,31.0,Europe,13702.0,2023Q2,6,Sunday
2023-07-13,676,188,142.09,Australia,26712.920000000002,2023Q3,7,Thursday
2023-02-25,335,290,105.9,Asia,30711.0,2023Q1,2,Saturday
2023-07-04,604,227,169.8,Australia,38544.600000000006,2023Q3,7,Tuesday
2023-11-17,631,344,183.23,Africa,63031.119999999995,2023Q4,11,Friday
2023-04-15,401,37,136.76,Europe,5060.12,2023Q2,4,Saturday
2023-03-23,930,556,67.04,Australia,37274.240000000005,2023Q1,3,Thursday
2023-01-29,301,230,143.38,Asia,32977.4,2023Q1,1,Sunday
2023-07-08,744,180,162.77,Africa,29298.600000000002,2023Q3,7,Saturday
2023-01-29,144,63,175.44,Australia,11052.72,2023Q1,1,Sunday
2023-12-12,354,304,163.17,South America,49603.67999999999,2023Q4,12,Tuesday
2023-01-08,751,693,27.77,Australia,19244.61,2023Q1,1,Sunday
2023-08-17,111,3,105.4,Africa,316.20000000000005,2023Q3,8,Thursday
2023-09-09,301,145,124.16,Australia,18003.2,2023Q3,9,Saturday
2023-08-27,699,255,161.98,South America,41304.899999999994,2023Q3,8,Sunday
2023-04-17,71,66,33.69,Australia,2223.54,2023Q2,4,Monday
2023-12-29,669,466,60.4,Australia,28146.399999999998,2023Q4,12,Friday
2023-01-05,481,239,191.1,Australia,45672.9,2023Q1,1,Thursday
2023-07-16,41,36,61.71,Australia,2221.56,2023Q3,7,Sunday
2023-06-04,12,0,0.0,South America,0.0,2023Q2,6,Sunday
2023-11-18,438,411,161.27,South America,66281.97,2023Q4,11,Saturday
2023-05-11,829,208,133.15,Asia,27695.2,2023Q2,5,Thursday
2023-01-26,202,82,66.78,North America,5475.96,2023Q1,1,Thursday
2023-12-07,499,45,114.41,Europe,5148.45,2023Q4,12,Thursday
2023-09-13,935,284,80.2,Australia,22776.8,2023Q3,9,Wednesday
2023-05-28,393,282,109.8,Africa,30963.6,2023Q2,5,Sunday
2023-08-07,481,353,162.24,Europe,57270.72,2023Q3,8,Monday
2023-12-24,512,54,60.02,Europe,3241.0800000000004,2023Q4,12,Sunday
2023-01-30,135,96,25.05,Asia,2404.8,2023Q1,1,Monday
2023-03-19,846,580,106.94,South America,62025.2,2023Q1,3,Sunday
2023-05-09,769,351,16.97,Australia,5956.469999999999,2023Q2,5,Tuesday
2023-09-21,562,328,88.71,Asia,29096.879999999997,2023Q3,9,Thursday
2023-12-06,937,714,94.06,North America,67158.84,2023Q4,12,Wednesday
2023-01-31,265,91,188.89,Asia,17188.989999999998,2023Q1,1,Tuesday
2023-02-25,47,4,11.03,North America,44.12,2023Q1,2,Saturday
2023-02-13,54,53,9.2,North America,487.59999999999997,2023Q1,2,Monday
2023-06-06,845,281,40.25,Africa,11310.25,2023Q2,6,Tuesday
2023-11-23,791,750,165.63,Asia,124222.5,2023Q4,11,Thursday
2023-12-04,459,318,154.85,Asia,49242.299999999996,2023Q4,12,Monday
2023-07-31,665,96,78.07,South America,7494.719999999999,2023Q3,7,Monday
2023-05-21,371,364,44.69,Africa,16267.16,2023Q2,5,Sunday
2023-11-04,357,286,125.16,North America,35795.76,2023Q4,11,Saturday
2023-01-10,741,176,86.79,Europe,15275.04,2023Q1,1,Tuesday
2023-05-27,106,15,92.22,North America,1383.3,2023Q2,5,Saturday
2023-09-09,107,17,109.44,South America,1860.48,2023Q3,9,Saturday
2023-07-25,825,320,189.37,Africa,60598.4,2023Q3,7,Tuesday
2023-09-17,505,483,21.64,Asia,10452.12,2023Q3,9,Sunday
2023-12-13,659,134,120.59,South America,16159.060000000001,2023Q4,12,Wednesday
2023-06-17,394,367,117.94,Africa,43283.979999999996,2023Q2,6,Saturday
2023-05-12,521,496,12.28,Europe,6090.88,2023Q2,5,Friday
2023-09-01,795,636,51.57,North America,32798.52,2023Q3,9,Friday
2023-05-06,188,44,41.99,Europe,1847.5600000000002,2023Q2,5,Saturday
2023-03-24,905,765,139.46,Africa,106686.90000000001,2023Q1,3,Friday
2023-04-11,247,55,6.55,Asia,360.25,2023Q2,4,Tuesday
2023-05-19,653,41,74.86,Europe,3069.2599999999998,2023Q2,5,Friday
2023-11-21,467,136,150.7,Australia,20495.199999999997,2023Q4,11,Tuesday
2023-07-03,280,76,187.91,South America,14281.16,2023Q3,7,Monday
2023-09-04,51,49,168.57,North America,8259.93,2023Q3,9,Monday
2023-03-10,227,33,110.04,North America,3631.32,2023Q1,3,Friday
2023-07-07,54,9,179.34,Australia,1614.06,2023Q3,7,Friday
2023-07-14,105,63,84.85,Europe,5345.549999999999,2023Q3,7,Friday
2023-08-23,486,401,30.01,Australia,12034.01,2023Q3,8,Wednesday
2023-09-25,835,142,140.0,North America,19880.0,2023Q3,9,Monday
2023-11-16,964,364,87.92,Australia,32002.88,2023Q4,11,Thursday
2023-12-14,609,409,48.73,Australia,19930.57,2023Q4,12,Thursday
2023-06-03,701,561,189.3,Asia,106197.3,2023Q2,6,Saturday
2023-10-01,889,857,78.96,Europe,67668.72,2023Q4,10,Sunday
2023-10-19,170,36,180.38,Asia,6493.68,2023Q4,10,Thursday
2023-02-11,452,66,108.31,Asia,7148.46,2023Q1,2,Saturday
2023-12-30,434,138,45.82,Asia,6323.16,2023Q4,12,Saturday
2023-04-01,70,63,48.56,Australia,3059.28,2023Q2,4,Saturday
2023-11-13,357,200,109.05,Africa,21810.0,2023Q4,11,Monday
2023-11-06,916,186,76.91,Asia,14305.26,2023Q4,11,Monday
2023-02-27,511,147,63.33,South America,9309.51,2023Q1,2,Monday
2023-05-02,955,395,71.76,Europe,28345.2,2023Q2,5,Tuesday
2023-06-28,44,32,83.48,South America,2671.36,2023Q2,6,Wednesday
2023-09-02,136,120,195.63,Europe,23475.6,2023Q3,9,Saturday
2023-12-25,138,126,194.19,Europe,24467.94,2023Q4,12,Monday
2023-04-16,673,245,133.64,Africa,32741.799999999996,2023Q2,4,Sunday
2023-05-14,735,298,162.25,North America,48350.5,2023Q2,5,Sunday
2023-04-24,748,626,51.96,North America,32526.96,2023Q2,4,Monday
2023-04-08,238,66,16.95,Australia,1118.7,2023Q2,4,Saturday
2023-06-21,691,222,30.42,South America,6753.240000000001,2023Q2,6,Wednesday
2023-01-25,420,405,9.13,Europe,3697.65,2023Q1,1,Wednesday
2023-07-27,306,257,169.32,South America,43515.24,2023Q3,7,Thursday
2023-02-09,56,15,134.66,South America,2019.8999999999999,2023Q1,2,Thursday
2023-11-05,95,3,195.36,Africa,586.08,2023Q4,11,Sunday
2023-01-31,888,537,129.28,Africa,69423.36,2023Q1,1,Tuesday
2023-07-15,450,414,82.75,Australia,34258.5,2023Q3,7,Saturday
2023-07-09,983,888,139.34,Africa,123733.92,2023Q3,7,Sunday
2023-02-01,291,187,174.0,Europe,32538.0,2023Q1,2,Wednesday
2023-09-02,314,200,168.61,Australia,33722.0,2023Q3,9,Saturday
2023-05-05,383,297,60.89,Europe,18084.33,2023Q2,5,Friday
2023-08-25,533,410,39.95,Africa,16379.500000000002,2023Q3,8,Friday
2023-05-17,845,508,164.04,Australia,83332.31999999999,2023Q2,5,Wednesday
2023-02-26,655,554,112.37,North America,62252.98,2023Q1,2,Sunday
2023-07-07,871,844,92.97,North America,78466.68,2023Q3,7,Friday
2023-08-28,975,301,125.67,Europe,37826.67,2023Q3,8,Monday
2023-08-31,438,272,7.08,Asia,1925.76,2023Q3,8,Thursday
2023-09-01,287,205,56.62,Europe,11607.1,2023Q3,9,Friday
2023-02-04,452,273,94.93,Asia,25915.890000000003,2023Q1,2,Saturday
2023-11-05,626,500,41.2,Africa,20600.0,2023Q4,11,Sunday
2023-02-19,796,190,112.11,Asia,21300.9,2023Q1,2,Sunday
2023-10-30,834,623,105.93,Asia,65994.39,2023Q4,10,Monday
2023-10-20,436,337,17.59,Africa,5927.83,2023Q4,10,Friday
2023-09-13,306,126,182.78,South America,23030.28,2023Q3,9,Wednesday
2023-06-15,210,102,166.51,North America,16984.02,2023Q2,6,Thursday
2023-01-16,772,414,150.89,South America,62468.45999999999,2023Q1,1,Monday
2023-06-18,302,4,168.64,Africa,674.56,2023Q2,6,Sunday
2023-11-19,837,599,134.43,Europe,80523.57,2023Q4,11,Sunday
2023-09-21,843,346,100.91,North America,34914.86,2023Q3,9,Thursday
2023-03-17,901,819,61.08,Asia,50024.52,2023Q1,3,Friday
2023-05-10,263,227,38.3,Europe,8694.099999999999,2023Q2,5,Wednesday
2023-09-27,627,96,83.85,Europe,8049.599999999999,2023Q3,9,Wednesday
2023-10-09,12,8,71.18,Europe,569.44,2023Q4,10,Monday
2023-10-15,145,117,173.51,Europe,20300.67,2023Q4,10,Sunday
2023-10-18,916,739,104.01,Asia,76863.39,2023Q4,10,Wednesday
2023-06-05,192,90,119.53,Australia,10757.7,2023Q2,6,Monday
2023-01-12,146,112,95.0,Asia,10640.0,2023Q1,1,Thursday
2023-05-13,206,85,102.49,Asia,8711.65,2023Q2,5,Saturday
2023-09-18,697,330,73.3,Australia,24189.0,2023Q3,9,Monday
2023-09-03,730,661,62.53,Europe,41332.33,2023Q3,9,Sunday
2023-09-15,381,337,143.8,Africa,48460.600000000006,2023Q3,9,Friday
2023-02-04,338,229,28.2,Asia,6457.8,2023Q1,2,Saturday
2023-07-14,422,334,175.15,Australia,58500.1,2023Q3,7,Friday
2023-08-10,542,433,167.14,Asia,72371.62,2023Q3,8,Thursday
2023-11-08,811,151,105.92,North America,15993.92,2023Q4,11,Wednesday
2023-07-18,95,89,145.28,Europe,12929.92,2023Q3,7,Tuesday
2023-07-19,129,72,13.2,Asia,950.4,2023Q3,7,Wednesday
2023-05-26,964,490,124.13,North America,60823.7,2023Q2,5,Friday
2023-07-12,886,48,30.58,Australia,1467.84,2023Q3,7,Wednesday
2023-03-21,346,130,52.82,North America,6866.6,2023Q1,3,Tuesday
2023-05-31,697,432,108.69,Australia,46954.08,2023Q2,5,Wednesday
2023-10-22,723,584,8.52,Africa,4975.679999999999,2023Q4,10,Sunday
2023-03-29,897,447,134.72,Europe,60219.84,2023Q1,3,Wednesday
2023-01-07,915,183,173.41,Africa,31734.03,2023Q1,1,Saturday
2023-06-12,643,46,88.9,Asia,4089.4,2023Q2,6,Monday
2023-11-16,922,705,87.44,Asia,61645.2,2023Q4,11,Thursday
2023-12-08,407,269,8.9,South America,2394.1,2023Q4,12,Friday
2023-03-26,669,3,147.13,Africa,441.39,2023Q1,3,Sunday
2023-06-07,765,366,30.42,Europe,11133.720000000001,2023Q2,6,Wednesday
2023-12-14,551,257,22.77,Europe,5851.89,2023Q4,12,Thursday
2023-04-19,851,659,168.28,Australia,110896.52,2023Q2,4,Wednesday
2023-12-04,502,132,151.75,South America,20031.0,2023Q4,12,Monday
2023-10-22,602,533,111.19,Australia,59264.27,2023Q4,10,Sunday
2023-04-26,254,99,119.36,Europe,11816.64,2023Q2,4,Wednesday
2023-11-23,297,50,182.94,Europe,9147.0,2023Q4,11,Thursday
2023-09-14,66,43,60.09,North America,2583.8700000000003,2023Q3,9,Thursday
2023-10-02,325,232,40.48,Australia,9391.359999999999,2023Q4,10,Monday
2023-07-21,973,32,134.63,Asia,4308.16,2023Q3,7,Friday
2023-03-15,69,54,169.65,Australia,9161.1,2023Q1,3,Wednesday
2023-01-01,386,49,185.44,North America,9086.56,2023Q1,1,Sunday
2023-12-15,863,805,134.68,Asia,108417.40000000001,2023Q4,12,Friday
2023-09-07,211,74,171.22,South America,12670.28,2023Q3,9,Thursday
2023-01-23,958,122,73.64,Europe,8984.08,2023Q1,1,Monday
2023-08-10,326,228,115.73,Africa,26386.440000000002,2023Q3,8,Thursday
2023-12-17,227,64,61.06,South America,3907.84,2023Q4,12,Sunday
2023-07-27,761,592,58.81,Australia,34815.520000000004,2023Q3,7,Thursday
2023-01-30,436,22,38.08,South America,837.76,2023Q1,1,Monday
2023-01-13,392,149,114.7,Australia,17090.3,2023Q1,1,Friday
2023-04-16,546,53,11.82,South America,626.46,2023Q2,4,Sunday
2023-01-01,746,213,17.21,Africa,3665.73,2023Q1,1,Sunday
2023-05-16,281,228,184.48,Africa,42061.439999999995,2023Q2,5,Tuesday
2023-03-26,497,230,93.76,Africa,21564.800000000003,2023Q1,3,Sunday
2023-07-04,715,625,185.76,South America,116100.0,2023Q3,7,Tuesday
2023-05-04,805,301,14.39,North America,4331.39,2023Q2,5,Thursday
2023-01-23,415,39,88.12,Asia,3436.6800000000003,2023Q1,1,Monday
2023-10-16,747,586,49.75,North America,29153.5,2023Q4,10,Monday
2023-10-11,946,4,43.33,South America,173.32,2023Q4,10,Wednesday
2023-06-29,195,133,10.24,North America,1361.92,2023Q2,6,Thursday
2023-01-19,519,411,19.09,Australia,7845.99,2023Q1,1,Thursday
2023-04-30,634,57,103.54,Asia,5901.780000000001,2023Q2,4,Sunday
2023-02-14,296,29,26.65,Asia,772.8499999999999,2023Q1,2,Tuesday
2023-03-17,750,193,15.43,South America,2977.99,2023Q1,3,Friday
2023-10-20,636,360,6.84,Australia,2462.4,2023Q4,10,Friday
2023-04-25,749,562,65.16,Asia,36619.92,2023Q2,4,Tuesday
2023-09-20,229,123,155.61,Africa,19140.030000000002,2023Q3,9,Wednesday
2023-05-03,311,199,198.81,Australia,39563.19,2023Q2,5,Wednesday
2023-06-04,873,96,160.33,North America,15391.68,2023Q2,6,Sunday
2023-06-27,446,67,20.39,North America,1366.13,2023Q2,6,Tuesday
2023-07-26,26,9,55.88,Europe,502.92,2023Q3,7,Wednesday
2023-03-12,458,385,28.03,North America,10791.550000000001,2023Q1,3,Sunday
2023-03-15,352,281,96.23,Asia,27040.63,2023Q1,3,Wednesday
2023-12-04,101,10,100.15,South America,1001.5,2023Q4,12,Monday
2023-10-30,785,42,103.65,Africa,4353.3,2023Q4,10,Monday
